company_name_normalized;nb_occ
SAS AUBERT DEVELOPPEMENT;1
SAS ATELIO;1
SAS ATELIER DRANCEEN D'APPLICATIONS MECANIQUES ADAM;1
SAS ASPIRLINE;1
SAS ARUE SERVICES ET RESTAURANTS;1
SAS ARJOHUNTLEIGH;1
SAS AQUITAINE SANTE;1
SAS BEY MEDIAS;1
SAS BOIS SCIES MANUFACTURES (BSM);1
SAS ANDRE LANDAIS;1
SAS BONNY;1
SAS CARREFOUR SUPPLY CHAIN (ANCIENNEMENT SOCIETE LOGIDIS COMPTOIRS MODERNES);1
SAS CAROD;1
SAS CAPIO CROIX DU SUD ANCIENNEMENT CLINIQUE ST JEAN DU LANGUEDOC;1
SAS CAP SUD;1
SAS CAMPENON BERNARD FRANCHE COMTE;1
SAS CAMPELI;1
SAS CAGNES SUR MER LOISIRS;1
SAS CACHALOT;1
SAS C2R;1
SAS BRITTON FLEXIBLES FRANCE;1
SAS BRINGER DAUDE;1
SAS BRICODIS;1
SAS BRICO SEISSAN;1
SAS BRESCIA INVESTISSEMENT;1
SAS BONTAZ GROUPE;1
SAS APLUS SANTE;1
SAS ALU COULEUR;1
SARL VERRIER PARTICIPATION;1
SARLIN;1
SARL ZUCCHELLI CAMP;1
SARL ZEUDI PROMOTION;1
SARL YVETTE AMBULANCES;1
SARL YOUSSOUFOU ECONOMIC SYSTEM (YES);1
SARL XU;1
SARL XANIJE;1
SARL WOKASIE;1
SARL WEB ET ET SOLUTIONS;1
SARL WAFA;1
SARL VP HOLDING;1
SARL VP CONSULTING;1
SARL VOYAGES GONDRAN;1
SARL VITR;1
SARL VISIONAXE;1
SARL VIP AUTOMOBILE;1
SARLAU LE SAINT BULTER;1
SARLL FIJ MIDAS;1
SAS ALLOGA FRANCE;1
SAROWAR;1
SAS ALDIS;1
SAS AGIR PROMOTION;1
SAS AGENT FONCIER;1
SAS AEROFARM;1
SAS AEB SOCIETE D'EXPLOITATION DES ANCIENS ETABLISSEMENTS BRANGER;1
SAS AD AFFRESCO;1
SAS ACT'IMPOR;1
SAS ACO;1
SAS ACIES CONSULTING GROUP;1
SAS ACG HOLDING;1
SAS 2 FPR;1
"SAS ""CENTRALE PV DE FONT DE LEU""";1
"SAS ""ACTIVITES POUR PROMOUVOIR LE LOGEMENT"" (APPLE PROMOTION)";1
SARTORIO;1
SARRAMEJEAN ROUX;1
SAS CARS BERTHELET;1
SAS CASINOTIERE DU LITTORAL CANNOIS;1
SAS CASTEL &AMP;1
SAS ENERGIE DE LA CROIX DE BOR;1
SAS EGIS EAU;1
SAS EDITIONS MUNICIPALES;1
SAS ECODIS;1
SAS E.SQUARE;1
SAS DUPLIPARK;1
SAS DU PARC EOLIEN DU ROC DE L'AYRE;1
SAS DREAM TEAM MANAGEMENT;1
SAS DOMAINE PORTE DES NEIGES;1
SAS DMP;1
SAS DISTRI PALAVAS;1
SAS DEVAUX ET FILLARD;1
SAS DENJEAN GRANULATS;1
SAS DENIS INDUSTRIES;1
SAS DEKRA FRANCE;1
SAS DECOUPAGE INDUSTRIEL DE PRECISION (DIP AERO);1
SAS EHPAD RESIDENCE RIVOLI;1
SAS ENERGIE DU HAUT DOURDOU;1
SAS CATHER;1
SAS ENERGIES VAR 3;1
SAS FLOTIN;1
SAS FLORESSENCE;1
SAS FINANCIERE JEAN RICHARD;1
SAS FIDSO PATRIMOINE;1
SAS FAURIE MOULINS;1
SAS EUROVIA BETON;1
SAS ETABLISSEMENTS VERDANNET;1
SAS ETABLISSEMENTS BOUCHEREZ;1
SAS EST AUTOMOBILES REPRESENTEE PAR LA SAS AMPLITUDE;1
SAS ESPUNA;1
SAS EQUITONS JEUNE;1
SAS EOLE GENERATION;1
SAS ENTREPOTS FRIGORIFIQUES BERRY PERIGORD;1
SAS ENTREPOT PETROLIER DE PORT LA NOUVELLE EPPLN;1
SAS ENTOMA;1
SAS DEBEAUX;1
SAS DE BOREE DISTRIBUTION;1
SAS DCM USIMECA VENANT AUX DROITS DE LA SA ATN INDUSTRIE;1
SAS DC IMMOBILIERE;1
SAS CIMENTS FRANCAIS;1
SAS CIGALA;1
SAS CHRONOPOST;1
SAS CHRISTIAN BOUCHER ET ASSOCIES;1
SAS CHRISTIA ROC;1
SAS CHIMIREC DARGELOS;1
SAS CHEZ JEANNOT;1
SAS CHESSE;1
SAS CHAMP;1
SAS CERES;1
SAS CENTRE ETOILE AUTOMOBILE;1
SAS CENTRE DE DISTRIBUTION PROVENCE LUBERON;1
SAS CENTRE CHIRURGICAL AMBROISE PARE;1
SAS CEDEM;1
SAS CAVALLO;1
SAS CLAMAX;1
SAS CLINIQUE ESQUIROL SAINT HILAIRE;1
SAS CLINIQUE LA PINEDE;1
SAS COMPTOIR DE BONNETERIE RAFCO;1
SAS D'AUCY LONG LIFE LOGISTIC CONTRES;1
SAS COVENT 4;1
SAS COVED;1
SAS COURTOIS AUTOMOBILES SAINT MALO;1
SAS CONTOYDIS;1
SAS CONTINENTAL FRANCE AUTOMOTIVE;1
SAS COMPAGNIE NETTOYAGE ET SERVICES;1
SAS CLINIQUE SAINT ANTOINE;1
SAS COMPAGNIE FREY;1
SAS COFINANCE;1
SAS COFFRAGES 3D;1
SAS CM CIC INVESTISSEMENT VENANT AUX DROITS DE LA STE IPO;1
SAS CM CIC INVESTISSEMENT VENANT AUX DROITS DE LA STE CIC INVESTISSEMENT EST;1
SAS CM CIC INVESTISSEMENT VENANT AUX DROITS DE LA SA BANQUE DE VIZILLE;1
SARL VIAGERS LAPOUS;1
SARL VERDEMOBIL;1
SARL O'SULLIVAN;1
SARL S ET K;1
SARL RONDE ET JOLIE;1
SARL ROMARINA;1
SARL ROISSY UNION;1
SARL ROCI PARTICIPATIONS;1
SARL ROBEY PERE &AMP;1
SARL RIVET PRESSE EDITION;1
SARL RIVAS;1
SARL REVETSOL;1
SARL RESTAURANT LES TEMPLIERS;1
SARL RESIDENCE SAINT ROCH;1
SARL REPRESENTATION D'ASSURANCE DU PACIFIQUE;1
SARL RENARD JACQUES;1
SARL RECY FER;1
SARL RE MEC;1
SARL RC IMMO;1
SARL ROSENECK;1
SARL S2P;1
SARL RAFFAELLA;1
SARL SAFT;1
SARL SERVICE PLUS SUD ENVIRONNEMENT;1
SARL SERTELET;1
SARL SERIGNY;1
SARL SERENA CAOUTCHOUC;1
SARL SENSATION;1
SARL SENOUCI;1
SARL SEDAT BEAUTE;1
SARL SECURY MAX;1
SARL SECUMARKET;1
SARL SAVOIE LAC INVESTISSEMENTS;1
SARL SAVIMMO;1
SARL SAVELEC;1
SARL SANDRA;1
SARL SAMUEL DIFFUSION;1
SARL SAINT AVIT LOISIRS;1
SARL RANNARD FRERES;1
SARL RACHEL;1
SARL VENTS DES NUITS;1
SARL PIECESDEVOITURE.COM;1
SARL PF INGENIERIE BATIMENT;1
SARL PATRIMMO CONSEILS;1
SARL PARKING MAILLOT BRIEY;1
SARL PARIS;1
SARL PARET;1
SARL PARC SERVON;1
SARL PARALLELE 45;1
SARL PAQUEBOT;1
SARL PAPEETE SERVICES ET RESTAURANTS;1
SARL PALKA;1
SARL OXYGENE;1
SARL OVERPRINT FRANCE;1
SARL OSPP;1
SARL OR ET MONNAIES DE PAU;1
SARL OGIER SPORTS VAL D'ISERE;1
SARL PICOLO PLAISANCE;1
SARL PILOT'AUTO ECOLE;1
SARL PVF;1
SARL PIMARINA;1
SARL PURE ENVIRONNEMENT;1
SARL PUIG PUJOL ARCHITECTURE;1
SARL PUBLIC EVENEMENTS;1
SARL PSD;1
SARL PROVENCE DEVELOPPEMENT;1
SARL PROMIALP;1
SARL PROJAC;1
SARL PRETORIAN SECURITE;1
SARL PREMIER LIMOUSINE;1
SARL PPK;1
SARL PONT SUD;1
SARL PONGE PERE &AMP;1
SARL POMB CONSTRUCTION DU FUTUR;1
SARL POLYMIDI;1
SARL PLIT;1
SARL SERVIZON;1
SARL SHALIMAR;1
SARL SHOWBAND;1
SARL TLV HOLDING VENANT AUX DROITS DE L'EURL MAISON SAINT ANTOINE DE PADOUE;1
SARL THIEBAULT CHARENTON;1
SARL THEMIS CONSTRUCTION;1
SARL THEATRE DE LA FONDERIE;1
SARL THE'OR;1
SARL TERRAIN SERVICE;1
SARL TEK'1;1
SARL TECHNOSOUD;1
SARL TECHNIFLEX;1
SARL TECHNE CITE;1
SARL TBS;1
SARL TAXIS DU SULLIAS;1
SARL TAINA SERVICES ET RESTAURANTS;1
SARL TAHITI SOLAIRE;1
SARL TAHITI SIGN;1
SARL TAHITI ACCESS;1
SARL TLM TP;1
SARL TOSTES SOUZA BATIMENT;1
SARL SIEC LE REGENT;1
SARL TOUTIMMO;1
SARL VDB SERVICES;1
SARL VARCES VOLAILLES EXPRESS;1
SARL VALENTIN'S;1
SARL VACATION RENTAL;1
SARL UMBERTO CALASCIBETTA;1
SARL UGIS;1
SARL TVUI;1
SARL TURKELI;1
SARL TREFILOR ACIERS;1
SARL TRANSPOST MIDI PYRENEES;1
SARL TRANSPORTS CARPAYE;1
SARL TRANSPORT DU SUD (TDS);1
SARL TRANSPORT COTE SOUS LE VENT;1
SARL TRAIT CARRE;1
SARL TOUTRAVAUX;1
SARL SYNTHESE;1
SARL SYLVIE BROSSARD;1
SARL SURY EN VAUX AUTOMOBILES;1
SARL SUNDIO GROUP FRANCE;1
SARL SOCOMATRA;1
SARL SOCIETE INVEST HOTEL SEDAN;1
SARL SOCIETE INDUSTRIELLE DE L'EST;1
SARL SOCIETE DES ETABLISSEMENTS CAPPELLINI;1
SARL SOCIETE D'EXPLOITATION DU BAR DE LA BOUCLE;1
SARL SOCIETE D'EXPLOITATION DE L'HOTEL GRIL DE CLERMONT FERRAND;1
SARL SOCIETE COMMERCIALE DE HEIRI CHAMPION FAA'A;1
SARL SMPP;1
SARL SMAP;1
SARL SM;1
SARL SKI MAINTENANCE;1
SARL SKANDIA FRANCE;1
SARL SIVA;1
SARL SIRUS CAPITAL;1
SARL SILVER STREET;1
SARL SOCOTER;1
SARL SODIPAM;1
SARL SOFIL;1
SARL STATIM PROVENCE;1
SARL SUD EST DESOSS;1
SARL STS;1
SARL STRADIVARIUS FRANCE;1
SARL STPME;1
SARL STNA;1
SARL STK;1
SARL STARBOIS CONSTRUTIONS;1
SARL SOLAIZE POIDS LOURDS;1
SARL STAR AUTO EXPORT;1
SARL SSA;1
SARL SPORTIMMO;1
SARL SPENCER MOULTON;1
SARL SOREGOM;1
SARL SOREBAT AQUITAINE;1
SCP AYME BOETON JAMMES LEDEVIN MALIVERT;1
SCP BTSG LIQUIDATEUR JUDICIAIRE DE LA SOCIETE PLANETAUTO CENTER;1
SOCIETE GROUPE LUCIEN BARRIERE;1
SOCIETE CIVILE IMMOBILIERE MONTPLAISIR;1
SOCIETE CIVILE IMMOBILIERE LES AMIS DE MONTPENSIER;1
SOCIETE CIVILE IMMOBILIERE LE CLOS DE SIAGNE;1
SOCIETE CIVILE IMMOBILIERE DE L'EGOUTIER;1
SOCIETE CIVILE IMMOBILIERE DE CONSTRUCTION VENTE LA CRETE DU BERGER;1
SOCIETE CIVILE IMMOBILIERE CHLOLIN;1
SOCIETE CIVILE IF VALENTINE;1
SOCIETE CIVILE FINHOR;1
SOCIETE CIVILE DU SOLEIL LEVANT;1
SOCIETE CIVILE DU BAS DE CALLIAN;1
SOCIETE CIVILE DES PRODUCTEURS PHONOGRAPHIQUES;1
SOCIETE CIVILE DES EDITEURS DE LANGUE FRANCAISE;1
SOCIETE CIVILE DE PLACEMENTS IMMOBILIERS PIERRE INVESTISSEMENT 3;1
SOCIETE CIVILE DE CONSTRUCTION VENTE DU 109 131 AVENUE GAMBETTA A BAGNOLET;1
SOCIETE CIVILE DE CONSTRUCTION VENTE (SCCV) MAS BLAO;1
SOCIETE CIVILE DE CONSTRUCTION VENTE (SCCV) COMBES;1
SOCIETE CIVILE IMMOBILIERE LES BROUSSES;1
SOCIETE CIVILE OUEST CONCASSAGE IMMOBILIER (OCIMMO);1
SOCIETE CIVILE D'EXPLOITATION AGRICOLE VIGNOBLES MASSIEU;1
SOCIETE CIVILE PROFESSIONNELLE IMMOBILIERE PIERRE INVESTISSEMENT 3;1
SOCIETE COFEX LITTORAL;1
SOCIETE CODIEMA;1
SOCIETE CODI FRANCE;1
SOCIETE CMEG;1
SOCIETE CMA CGM;1
SOCIETE CM CIC INVESTISSEMENT SCR VENANT AUX DROITS DE LA SOCIETE CIC INVESTISSEMENT NORD;1
SOCIETE CLINIQUE VETERINAIRE DE LA LEZARDE;1
SOCIETE CLINIQUE MATHILDE;1
SOCIETE CLINIQUE LES FONTAINES;1
SOCIETE CLINIQUE DU MONT LOUIS;1
SOCIETE CLINIQUE D'OCCITANIE;1
SOCIETE CLAIRVALSOLAIRE;1
SOCIETE CLAIRSIENNE;1
SOCIETE CIVILE SCAF DU 75;1
SOCIETE CIVILE PSH;1
SOCIETE CIVILE D'EXPLOITATION VITICOLE COMTE DE CHAPELLE;1
SOCIETE CIVILE D'EXPLOITATION AGRICOLE (SCEA) DU MENUZE;1
SOCIETE CASINO DE BLOTZHEIM;1
SOCIETE CHAMALIERES RESTAURATION;1
SOCIETE CERCIS;1
SOCIETE CENTRE DE DISTRIBUTION TEXTILES;1
SOCIETE CENTRE D'EDUCATION ROUTIERE FORGET;1
SOCIETE CENTRALE SOLAIRE DE BAIGNOLET;1
SOCIETE CENTRALE EOLIENNE CHANTERAINE;1
SOCIETE CENTRALE DES BOIS ET DES SCIERIES DE LA MANCHE (SCBSM);1
SOCIETE CENTRALE D'APPROVISIONNEMENT DE L'ARMORIQUE (SCARMOR);1
SOCIETE CENTRALE CANINE;1
SOCIETE CELTIPHARM;1
SOCIETE CEGI SANTE;1
SOCIETE CEGELEC PERPIGNAN;1
SOCIETE CEGELEC FRANCHE COMTE ALSACE;1
SOCIETE CEGELEC DEFENSE ET NAVAL SUD EST;1
SOCIETE CEBAZAT RESTAURATION;1
SOCIETE CAZEAUX;1
SOCIETE CFTA;1
SOCIETE CHARIER GC;1
SOCIETE CIVILE AQUACOLE DREAM PEARLS;1
SOCIETE CHATEAU DES VIEILLES CAVES;1
SOCIETE CITELUM;1
SOCIETE CIRCET;1
SOCIETE CIPE;1
SOCIETE CINQPATS;1
SOCIETE CIGALA;1
SOCIETE CHUBB INSURANCE COMPANY OF EUROPE;1
SOCIETE CHUBB FRANCE;1
SOCIETE CHIOSSONE TRANSACTIONS;1
SOCIETE CHIMIQUE DE OISSEL;1
SOCIETE CHEZ CHRISTINE;1
SOCIETE CHERBOURG INVEST;1
SOCIETE CHEMKOSTAV HSV;1
SOCIETE CHAUVIRE TP;1
SOCIETE CHAUMERY;1
SOCIETE CHATEAU LILIAN LADOUYS;1
SOCIETE COFICAD;1
SOCIETE COFIM;1
SOCIETE COFIRHAD AUTO DISTRIBUTION;1
SOCIETE D'AMENAGEMENT ET DE DEVELOPPEMENT D'ILLE ET VILAINE;1
SOCIETE CUTTING TOOLS MANAGEMENT SERVICES;1
SOCIETE CUENOD;1
SOCIETE CTP PRET A PARTIR;1
SOCIETE CTD CONSULTING SARL;1
SOCIETE CSI FIENO;1
SOCIETE CS AVIATION;1
SOCIETE CRYSTAL DENIM;1
SOCIETE CREDIT MUTUEL ARKEA;1
SOCIETE CREDIT AGRICOLE IMMOBILIER RESIDENTIEL;1
SOCIETE CREDIT AGRICOLE IMMOBILIER ENTREPRISE;1
SOCIETE CREDIT AGRICOLE ASSURANCES;1
SOCIETE CPMIX;1
SOCIETE COVED (COLLECTES VALORISATION ENERGIE DECHETS);1
SOCIETE COUVERTURE ET BARDAGE GUESNEAU;1
SOCIETE COUVERTURE BARDAGE ETANCHEITE DU LITTORAL;1
SOCIETE CYCLOPE DAO;1
SOCIETE D'AMENAGEMENT FONCIER ET ETABLISSEMENT RURAL DE L'ILE DE FRANCE;1
SOCIETE COLAS MIDI MEDITERRANEE (COLAS MM);1
SOCIETE D'ASSAINISSEMENT DU PARC AUTOMOBILE NICOIS;1
SOCIETE D'ECONOMIE MIXTE POUR LES EVENEMENTS CANNOIS;1
SOCIETE D'ECONOMIE MIXTE INCITE;1
SOCIETE D'ECONOMIE MIXTE DE PEYRAGUDES (SEMAP);1
SOCIETE D'ECONOMIE MIXTE DE LA SAINTONGE;1
SOCIETE D'ECONOMIE MIXTE DE LA BAIE DE LA MOSELLE (SODEMO);1
SOCIETE D'ECONOMIE MIXTE DE CONSTRUCTION DU DEPARTEMENT DE L'AIN;1
SOCIETE D'ECONOMIE MIXTE D'EQUIPEMENT DU PAYS D'AIX;1
SOCIETE D'ECONOMIE MIXTE D'AMENAGEMENT DE L'AGGLOMERATION NAZAIRIENNE (SONADEV);1
SOCIETE D'ECONOME MIXTE D'AMENAGEMENT ET DE GESTION DU MARCHE D'INTERET NATIONALX;1
"SOCIETE D'ECHANGES EURO ASIATIQUES ""TERRE DE CHINE""";1
SOCIETE D'AVOCATS LE BLEVENNEC ASSOCIES;1
SOCIETE D'AVOCATS ARES;1
SOCIETE D'AUCY LONG LIFE LOGISTIC CONTRES ANCIENNEMENT SICA CONSERVES DU BLAISOIS;1
SOCIETE D'ASSURANCES AREAS DOMMAGES;1
SOCIETE D'ASSURANCE MUTUELLE DES COLLECTIVITES LOCALES;1
SOCIETE COURANT SAS;1
SOCIETE COUACH;1
SOCIETE COSTA CROCIERE SPA;1
SOCIETE CORTEGGIANO THERMIQUE HYDRAULIQUE (CTH);1
SOCIETE COMPTOIR DES REVETEMENTS DE L'EST;1
SOCIETE COMPTOIR DE NEGOCE D'EQUIPEMENTS;1
SOCIETE COMPAGNIE WAPE;1
SOCIETE COMPAGNIE FRANCAISE MARITIME DE TAHITI (CFMT);1
SOCIETE COMPAGNIE EUROPEENNE DE CONSTRUCTION ET DE BATIMENT;1
SOCIETE COMPAGNIE ELECTRIQUE DE BRETAGNE (CEB);1
SOCIETE COMPAGNIE DES CHEMINS DE FER DU CANTAL (CCFC);1
SOCIETE COMMUNICATION ET DEVELOPPEMENT ATLANTIQUE;1
SOCIETE COMMERCIALE GUADELOUPEENNE DE TABACS ET ALLUMETTES (SCGTA);1
SOCIETE COMMERCIALE DES HOTELS ECONOMIQUES;1
SOCIETE COLVEL 1;1
SOCIETE COLOMBES VARSOVIE;1
SOCIETE COLMAX;1
SOCIETE COLISEE PATRIMOINE GROUP;1
SOCIETE COLAS SUD OUEST;1
SOCIETE COMPTOIR LYONNAIS DE SOUDAGE (C.L.S.);1
SOCIETE CONCEPTS ET COLLECTIVITES;1
"SOCIETE CONCESSIONNAIRE ""AEROPPORT DU GRAND OUEST""";1
SOCIETE COOPERATIVE DES ARTISANS TAXIS VERTS DE MAYOTTE;1
SOCIETE CORPORATION FRANCAISE DE TRANSPORTS;1
SOCIETE CORIANCE;1
SOCIETE COPROVA;1
SOCIETE COPRONET;1
SOCIETE COORDINATION DE TRANSPORT (SCT);1
"SOCIETE COOPERATIVE OUVRIERE DE PRODUCTION ""LES VINS DE SAINT SATURNIN""";1
SOCIETE COOPERATIVE AGRICOLE SOCAVE;1
SOCIETE CONCESSIONNAIRE DU TRANSPORT SUR VOIE RESERVE;1
SOCIETE CONVERSANT INTERNATIONAL LIMITED;1
SOCIETE CONTROLISSIME;1
SOCIETE CONSTRUCTIONS BERNARD FOURNIGAULT;1
SOCIETE CONSTRUCTION INDUSTRIELLE DE LA MEDITERRANEE (CNIM);1
SOCIETE CONSEIL FORMATION DEVELOPPEMENT (CFD);1
SOCIETE CONCESSIONNAIRE DU TRANSPORT SUR VOIE RESERVEE DE L'AGGLOMERATION CAENNAISE;1
SOCIETE CASSESE;1
SOCIETE CASA ROMA;1
SOCIETE D'EDITION DES ARTISTES PEIGNANT DE LA BOUCHE ET DU PIED;1
SOCIETE AZUR DISTILLATION;1
SOCIETE AXIMA CONCEPT VENANT AUX DROITS DE SEITHA;1
SOCIETE AXEREAL PARTICIPATIONS;1
SOCIETE AXENS;1
SOCIETE AXELINE;1
SOCIETE AXE PSY PREF INNOVAT ATTITUDE SENSO (A2PIA SENSO);1
SOCIETE AXAL;1
SOCIETE AXAGIMO;1
SOCIETE AXA FRANCE VIE;1
SOCIETE AXA CORPORATE SOLUTIONS ASSURANCES;1
SOCIETE AXA ASSURANCE IARD;1
SOCIETE AXA;1
SOCIETE AVENUE DES ROCHES;1
SOCIETE AVENIR FORMATION;1
SOCIETE AVENIR BOIS;1
SOCIETE AUXIFIP;1
SOCIETE AZUR;1
SOCIETE B BRAUN MEDICAL;1
SOCIETE AUTOGRILL COTE FRANCE;1
SOCIETE BAALON ENERGIES;1
SOCIETE BELAMBRA CLUBS VENANT AUX DROITS ET OBLIGATIONS DE LA;1
SOCIETE BELAMBRA CLUBS VENANT AUX DROITS ET AUX OBLIGATIONS DE LA SOCIETE VVF FRANCE;1
SOCIETE BELAMBRA CLUBS;1
SOCIETE BEHI;1
SOCIETE BEAUGRENELLE PATRIMOINE;1
SOCIETE BCT AMENAGEMENT;1
SOCIETE BBG ARCHITECTES &AMP;1
SOCIETE BAUMERT;1
SOCIETE BAUDIN CHATEAUNEUF;1
SOCIETE BATIMAP;1
SOCIETE BARRE LAMBOT;1
SOCIETE BARENTON;1
SOCIETE BANQUE POPULAIRE CAISSE D'EPARGNE;1
SOCIETE BANQUE DELUBAC &AMP;1
SOCIETE BAGNOLET HOTEL;1
SOCIETE AUTRA SP. Z.O.O.;1
SOCIETE AUTOBACS FRANCE SAS;1
SOCIETE CARSO;1
SOCIETE AS64;1
SOCIETE ARTEC;1
SOCIETE ARSENAL RUSSE;1
SOCIETE ARMOR IMMO;1
SOCIETE ARKEA CAPITAL INVESTISSEMENT;1
SOCIETE ARKEA BANQUE ENTREPRISES ET INSTITUTIONNELS;1
SOCIETE ARJO HUNTLEIGH;1
SOCIETE AREA IMPIANTI SPA;1
SOCIETE AREA IMPIANTI;1
SOCIETE ARCHIMED;1
SOCIETE ARCHI TRIAD;1
SOCIETE ARCHEODUNUM SA;1
SOCIETE ARCADE DEVELOPPEMENT;1
SOCIETE ARBOIS DIS;1
SOCIETE AQUITAINE LC;1
SOCIETE AQUARIUS SHIPPING LIMITED;1
SOCIETE ARTELIA EAU ENVIRONNEMENT;1
SOCIETE ASCLEPIOS;1
SOCIETE AUTOBACS FRANCE;1
SOCIETE ASSETS ADVISOR AND ASSOCIATES;1
SOCIETE AURA;1
SOCIETE AUDE ROSE;1
SOCIETE AUDACIEUSE;1
SOCIETE AUBER IMMO PLUS;1
SOCIETE ATOS INTEGRATION;1
SOCIETE ATLANTIQUE VOIES FERREES TRAVAUX PUBLICS (AVFTP);1
SOCIETE ATELIO;1
SOCIETE ATELIERS DE CONSTRUCTION MECANIQUE;1
SOCIETE ATELIER BELENFANT DAUBAS ARCHITECTES;1
SOCIETE ATELIER ARCOS ARCHITECTURE;1
SOCIETE ATELIER A;1
SOCIETE ATEC;1
SOCIETE ATACAMA;1
SOCIETE ASTEC;1
SOCIETE ASSISTANCE SERVICES TRAITEMENTS ENVIRONNEMENT NUCLEAIRE;1
SOCIETE BELAMBRA CLUBS VENANT AUX DROITS ET OBLIGATIONS DE LA SOCIETE VVF VACANCES;1
SOCIETE BELL MICROPRODUCTS EUROPE EXPORT LTD;1
SOCIETE BELLAGIO;1
SOCIETE CAMPENON BERNARD COTE D'AZUR;1
SOCIETE CALIFORNIA PUBLIC EMPLOYEE'S RETIREMENT SYSTEM;1
SOCIETE CAFE GEORGES V;1
SOCIETE CAFE DES SPORTS;1
SOCIETE CAFE DE PARIS;1
SOCIETE CABRE;1
SOCIETE CABLERIE DAUMESNIL;1
SOCIETE CABEVAL;1
SOCIETE C.I.I.A.B;1
SOCIETE C&AMP;1
SOCIETE BUTARD ENESCOT;1
SOCIETE BUT INTERNATIONAL SAS;1
SOCIETE BUREAU MICHEL BANCON;1
SOCIETE BUREAU D'ETUDES CONSEILS EN SECURITE (BECS);1
SOCIETE BUREAU ALPES CONTROLES;1
SOCIETE BT ZIMAT;1
SOCIETE CAMPELI;1
SOCIETE CAMPENON BERNARD SUD EST;1
SOCIETE BERIM;1
SOCIETE CAMPING LE PROVENCAL;1
SOCIETE CARS ANNEQUIN;1
SOCIETE CARRELAGES PAGANO;1
SOCIETE CARREFOUR;1
SOCIETE CARRE LUMIERE;1
SOCIETE CARPOSTAL;1
SOCIETE CARMIGNAC GESTION;1
SOCIETE CARIMMO;1
SOCIETE CARILIS;1
SOCIETE CARI;1
SOCIETE CARFOS;1
SOCIETE CARDIF ASSURANCE RISQUES DIVERS;1
SOCIETE CAPITAL YACHT CHARTERS LIMITED (CYC);1
SOCIETE CAP DEVELOPPEMENT;1
SOCIETE CAP AZUR;1
SOCIETE CANONICA CATERING FRANCE;1
SOCIETE BRYAN GARNIER &AMP;1
SOCIETE BRONNAZ;1
SOCIETE BROFA EST;1
SOCIETE BRICORAMA;1
SOCIETE BLONDEAU INGENIERIE;1
"SOCIETE BLEU JOINVILLE ""BLEU MARINE""";1
SOCIETE BLATIN RESTAURATION;1
SOCIETE BLANDIN CONCEPT AUTOMOBILE (BCA);1
SOCIETE BIOVENTUS COOPERATIEF U.A;1
SOCIETE BIOFFICE;1
SOCIETE BGP;1
SOCIETE BGC;1
SOCIETE BG CONCEPT;1
SOCIETE BETEM INGENIERIE;1
SOCIETE BET INFRATEC;1
SOCIETE BESTIMMO;1
SOCIETE BESNIER AMENAGEMENT;1
SOCIETE BERTHOULY CONSTRUCTION;1
SOCIETE BERTHELOT OPTICIENS;1
SOCIETE BOCCAFIN;1
SOCIETE BOIS ENERGIE;1
SOCIETE BONHOM SAS;1
SOCIETE BOUYER LEROUX;1
SOCIETE BRETAGNE OUEST ACCESSION;1
SOCIETE BRETAGNE EXTRUSION;1
SOCIETE BOWLING DU HAINAUT;1
SOCIETE BOUYGUES BATIMENT SUD EST;1
SOCIETE BOUYGUES BATIMENT GRAND OUEST;1
SOCIETE BOUYGUE ENERGIE ET SERVICES;1
SOCIETE BOUW EN EXPLOITATIE MAASTSCHAPPIJ BROUWER BV;1
SOCIETE BONNEMAINS FRERES;1
SOCIETE BOUE FRERES;1
SOCIETE BOUCHETON ARCHITECTE VENANT AUX DROITS DE LA SOCIETE ET BOUCHETON;1
SOCIETE BORGWARNER TRANSMISSION SYSTEMS TULLE SAS;1
SOCIETE BORFLEX CAFAC BAJOLET;1
SOCIETE BORDEAUX METROPOLE AMENAGEMENT;1
SOCIETE BORALEX;1
SOCIETE D'ECONOMIE MIXTE SOREGIES;1
SOCIETE D'ENTRAINEMENT CEDRIC BOUTIN EURL;1
SOCIETE AQUALTER;1
SOCIETE FERME EOLIENNE DE SEIGNY;1
SOCIETE FERME EOLIENNE CHARCHIGNE;1
SOCIETE FER ET TRADITIONS;1
SOCIETE FENUA COMMUNICATION;1
SOCIETE FEDEX EXPRESS FRANCE;1
SOCIETE FE FIEFS;1
SOCIETE FD LES ALPES;1
SOCIETE FBE;1
SOCIETE FAYOLLE MARINE;1
SOCIETE FAYAT BATIMENT;1
SOCIETE FAV POMAGRO;1
SOCIETE FAST FOOD OCEAN INDIEN (S2FOI);1
SOCIETE FALMOUTH INVESTISSEMENTS;1
SOCIETE FAJULA;1
SOCIETE FAIVELEY TRANSPORT AMIENS;1
SOCIETE FACILENET;1
SOCIETE FERME EOLIENNE DE MAISONS;1
SOCIETE FERME EOLIENNE DU CHEMIN DU MAQUIS;1
SOCIETE EYLAU UNILABS;1
SOCIETE FERMIERE DU CHATEAU CAMENSAC;1
SOCIETE FONCIERE IRIS;1
SOCIETE FONCIERE DELUC;1
SOCIETE FONCIERE CHANTIN;1
SOCIETE FNAC SA;1
SOCIETE FM PROJET;1
SOCIETE FLORELLA;1
SOCIETE FLOCON D'AVRIL;1
SOCIETE FLEURS ET JARDINS;1
SOCIETE FLEUR DE LYS;1
